NOMBRE_ARCHIVO;NUMERO_FACTURA;NIT_ADQUIRIENTE;RAZON_SOCIAL_ADQUIRIENTE;DIRECCION_ADQUIRIENTE;CORREO_ADQUIRIENTE;TELEFONO_ADQUIRIENTE;CIUDAD_MUNICIPIO_ADQUIRIENTE;NUMERO_AUTORIZACION_ELECTRONICA;CODIGO_QR;CODIGO_CUFE;VALOR_TOTAL;IVA_TOTAL;FECHA_GENERACION;NIT_EMISOR;RAZON_SOCIAL_EMISOR
layout_11_017;LPDS - 917;1613871186-2;ARMANDO CESAR GONZALEZ CAMACHO;AV 58 # 8 - 47;armancam@outlook.com;3126992992;DOSQUEBRADAS;79576549479101;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=6074ee8a7b04c58bbf50573de519abc39c95731a3d01649f8627c0ce314a495b87dbe14123eb67ed5022bd19dea77ff7;6074ee8a7b04c58bbf50573de519abc39c95731a3d01649f8627c0ce314a495b87dbe14123eb67ed5022bd19dea77ff7;753,000.00;;03/03/2025 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_018;LPDS - 490;271042019-3;PATRICIA FERNANDA GRANADOS VERA;AC 34 # 34 - 57;patriver@gmail.com;3172827091;MEDELLIN;49164467476176;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=2b3fbee93f9beb91ff2ecc6ffcd9102db230cbf14eed91107a0111f86dfdcf0c9f0bc3d238f9580c38e68cb0b81bf893;2b3fbee93f9beb91ff2ecc6ffcd9102db230cbf14eed91107a0111f86dfdcf0c9f0bc3d238f9580c38e68cb0b81bf893;1,219,000.00;;05/01/2025 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_019;LPDS - 854;2624533447-1;MARTHA ALEJANDRA QUINTERO MONTOYA;CR 62 # 19 - 56;marthmon@gmail.com;3168984433;PEREIRA;64955454340140;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=af174cc34826cd99544d6887768cafea1808e16472b6e014a463982b3c9ff801c3ecb8eb3de74c08c653f2e0c9442825;af174cc34826cd99544d6887768cafea1808e16472b6e014a463982b3c9ff801c3ecb8eb3de74c08c653f2e0c9442825;1,704,000.00;;07/07/2024 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_11_020;LPDS - 652;6575266547-0;WENDY FERNANDA MARTINEZ MUNOZ;CLL 37 # 23 - 67;wendymun@hotmail.com;3041372506;BOGOTA;42623893578056;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=dcbfc3c59bb92c29502cbeda46fad764ef125aca68b153b1cb4ce3fdc90c263cea00bac4219ffb4475186fc00cf154b7;dcbfc3c59bb92c29502cbeda46fad764ef125aca68b153b1cb4ce3fdc90c263cea00bac4219ffb4475186fc00cf154b7;287,000.00;;23/02/2025 12:00 AM;900710059-5;LABORATORIOS FARMACEUTICO Y DE COSMETICA PINEDA DE COLOMBIA S.A.S
layout_12_007;FE03-05791015;2339878617;Consuelo Alejandra Oviedo Mendoza;CRA 48 # 91 - 84;;+574555688247;MONTERIA;63293340584042;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=0bdfcf94c1b55b0351fac5fddaf2d8585844e1dce5fb91269a0f8b7fa56b3dbe6fb69078332b7f130f18bee2cee290df;0bdfcf94c1b55b0351fac5fddaf2d8585844e1dce5fb91269a0f8b7fa56b3dbe6fb69078332b7f130f18bee2cee290df;414,477.00;66,177.00;30/12/2024    06:53 PM;800020706-9;NALSANI S.A.S
layout_12_008;FE03-05339646;3780953924;Miguel Fernando Escobar Duarte;CLL 111 # 49 - 62;;+575195293234;BELLO;06333892807235;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=bad001a441072dcc64452f2e0d0eb262061980c38e18760c7a5a402cd8fc58daf8f256552844587a88778fd003dba6c9;bad001a441072dcc64452f2e0d0eb262061980c38e18760c7a5a402cd8fc58daf8f256552844587a88778fd003dba6c9;216,818.00;34,618.00;21/01/2025    11:20 AM;800020706-9;NALSANI S.A.S
layout_12_009;FE03-04445589;6472160823;Paola Elizabeth Cortes Espinosa;AC 120 # 39 - 25;;+574141742119;NEIVA;94011446922727;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=155d7e2514e93a429b9e7871e6dfcd959b2bc269cfb10c95314bf2f23d6bfbbdfb1dffbeb657a98387f497b0e42b3540;155d7e2514e93a429b9e7871e6dfcd959b2bc269cfb10c95314bf2f23d6bfbbdfb1dffbeb657a98387f497b0e42b3540;552,279.00;88,179.00;24/06/2025    11:01 AM;800020706-9;NALSANI S.A.S
layout_12_010;FE03-04471819;8743186016;Leonardo Emmanuel Parra Florez;AV 110 # 88 - 76;;+578085199227;SANTA MARTA;92091807750575;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=1c1a2917951352bb676d30f30b9c5d9599bf95108f5272706fd40a0bdcca8cbe3263c0cae1099aa776ab0946dd8dcc7d;1c1a2917951352bb676d30f30b9c5d9599bf95108f5272706fd40a0bdcca8cbe3263c0cae1099aa776ab0946dd8dcc7d;453,747.00;72,447.00;20/01/2025    12:40 PM;800020706-9;NALSANI S.A.S
layout_12_011;FE03-08013836;5221306760;Yesenia Daniela Lopez Guzman;KR 54 # 59 - 23;;+578107773992;POPAYAN;98435753238217;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=c6c7b126055c76e25934b4898b93140d0aa7c3702082c6f4c4ef5270c105b2ae39c164d04eace2a1a1e77f0077a04d1e;c6c7b126055c76e25934b4898b93140d0aa7c3702082c6f4c4ef5270c105b2ae39c164d04eace2a1a1e77f0077a04d1e;705,075.00;112,575.00;26/01/2024    06:07 PM;800020706-9;NALSANI S.A.S
layout_12_012;FE03-07862153;2340441339;Julio Oscar Trujillo Ortiz;CRA 116 # 70 - 22;;+573681290621;DUITAMA;52497808511393;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=a6bcc67e5049e66cd8d34facf5058c47cddb29323e818a55af5c3db9aac364cb0ce02bb0f59d4be72931cde22d8693f0;a6bcc67e5049e66cd8d34facf5058c47cddb29323e818a55af5c3db9aac364cb0ce02bb0f59d4be72931cde22d8693f0;312,732.00;49,932.00;18/02/2025    12:18 PM;800020706-9;NALSANI S.A.S
layout_12_013;FE03-07192254;1725163231;Jose Armando Barrera Roman;CLL 77 # 55 - 97;;+573069596164;MONTERIA;26140389973185;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=c37ec9aa7dc189bc5ff3a4943ef4add7f003bcebfdf56209d16131028428e70553e86aef12ee0aa0cc1cea1249322a01;c37ec9aa7dc189bc5ff3a4943ef4add7f003bcebfdf56209d16131028428e70553e86aef12ee0aa0cc1cea1249322a01;672,588.00;107,388.00;20/05/2025    04:51 PM;800020706-9;NALSANI S.A.S
layout_12_014;FE03-02489257;9639946295;Jairo Raul Espinosa Nunez;CR 64 # 57 - 80;;+577502923112;CALI;77203392700153;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=84ff853108c1809326bbd9196130edc32f3ba2b038d8fc864fb036a10e5a71faf2322f98ea9c1bb79946860e11e93160;84ff853108c1809326bbd9196130edc32f3ba2b038d8fc864fb036a10e5a71faf2322f98ea9c1bb79946860e11e93160;196,707.00;31,407.00;11/05/2024    04:10 PM;800020706-9;NALSANI S.A.S
layout_12_015;FE03-01195632;9131151892;Nancy Elizabeth Suarez Nieto;CR 68 # 28 - 71;;+578572421636;SANTA MARTA;78229545906620;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=e42b3139403a296f22d7d83f518e2cec8aaebc58649a0cbe52cbcccfde68e3d476eeb16c43ed04e5c74f689dabf793b1;e42b3139403a296f22d7d83f518e2cec8aaebc58649a0cbe52cbcccfde68e3d476eeb16c43ed04e5c74f689dabf793b1;492,422.00;78,622.00;03/06/2024    01:53 PM;800020706-9;NALSANI S.A.S
layout_12_016;FE03-08527701;6662742638;Francisco Javier Moreno Cardona;DG 67 # 68 - 71;;+577029737891;SINCELEJO;36587440834147;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=bb4ddd06ae871300b9b44ae4873b0b63f94efd7ce5f289f13a5d918bd85e6a3c93036fba6a98de84269b84c5f2050417;bb4ddd06ae871300b9b44ae4873b0b63f94efd7ce5f289f13a5d918bd85e6a3c93036fba6a98de84269b84c5f2050417;192,066.00;30,666.00;02/11/2024    09:03 AM;800020706-9;NALSANI S.A.S
layout_12_017;FE03-03637199;2426445805;Nancy Angelica Romero Ibarra;TV 117 # 100 - 27;;+577659330098;ARMENIA;38150952817995;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=58f4c3bd749e34753d860f1e8c559edbd5851467ccbbab6b38ded1ff4fde1261a2d674a0d044f9ce6f1ac99b9f7ad85e;58f4c3bd749e34753d860f1e8c559edbd5851467ccbbab6b38ded1ff4fde1261a2d674a0d044f9ce6f1ac99b9f7ad85e;448,392.00;71,592.00;22/02/2024    01:39 PM;800020706-9;NALSANI S.A.S
layout_12_018;FE03-05185089;9021472911;Wilmer Gabriel Cortes Cardona;AK 178 # 63 - 90;;+571969869069;QUIBDO;00659956347809;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=1a92b37ec0be642f7688a574df86b966920a5e022cd219708fea7df144c96100d52f974b02da8f199bcfb913f0d1d63e;1a92b37ec0be642f7688a574df86b966920a5e022cd219708fea7df144c96100d52f974b02da8f199bcfb913f0d1d63e;683,179.00;109,079.00;25/09/2024    10:28 AM;800020706-9;NALSANI S.A.S
layout_12_019;FE03-07820144;5072420957;Maria Yolanda Pineda Castaneda;CRA 48 # 2 - 91;;+571220873081;DUITAMA;87320187101573;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=27054fa89d068a40e7d0fec2d3cb7ed6f89c16ae8f42134a51d87482e5d68eec3c44d5237d2b30c2895cecb7ffbd09e7;27054fa89d068a40e7d0fec2d3cb7ed6f89c16ae8f42134a51d87482e5d68eec3c44d5237d2b30c2895cecb7ffbd09e7;361,641.00;57,741.00;27/01/2024    03:25 PM;800020706-9;NALSANI S.A.S
layout_12_020;FE03-01821474;7272866904;Isabel Sofia Bustos Roman;CRA 157 # 12 - 72;;+579089259275;MAGANGUE;73368290482417;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=774bb7d6a888baf09c9530d70be8446c79fea7ed214f8aa5c8b5392c94ee3cf31b69d4e30172dec58f2dc6f6a5ba67ab;774bb7d6a888baf09c9530d70be8446c79fea7ed214f8aa5c8b5392c94ee3cf31b69d4e30172dec58f2dc6f6a5ba67ab;614,278.00;98,078.00;07/03/2024    12:42 PM;800020706-9;NALSANI S.A.S
layout_13_007;TQT4718755;963151530;MELISSA CONSUELO ACOSTA CABRERA;AV 149 # 105 - 43;melissacabrera@OUTLOOK.COM;3191719173;CHIA;95356568365620;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=bf55c9c713dca6d97f0130ed19118ebe50bdd4ee8489c6469b6cc6e7e14e32440919cd1d4603e3ba248524b252881d50;bf55c9c713dca6d97f0130ed19118ebe50bdd4ee8489c6469b6cc6e7e14e32440919cd1d4603e3ba248524b252881d50;578.000,00;;31/12/2024 08:33:53;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_008;TQT4382893;691571128;HAROLD MANUEL GRANADOS QUINTERO;KR 30 # 32 - 35;haroldquintero@GMAIL.COM;3500975188;ITAGUI;40664172862074;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=2cd29dd3fe50d47b96f6d57414080b3f92895020281548e602597e0ff1514585e51053f76e845e5fbe1671d8d4b3a304;2cd29dd3fe50d47b96f6d57414080b3f92895020281548e602597e0ff1514585e51053f76e845e5fbe1671d8d4b3a304;665.000,00;;06/11/2024 07:45:14;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_009;TQT8450399;833779391;YULIETH OLGA FLOREZ QUINTERO;AK 145 # 116 - 89;yuliethquintero@OUTLOOK.COM;3508637859;MAICAO;89811575482541;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=9f504480aea5c3ad74c52972263ed621196eae2d205702d9025455bd4597f83c05f5b85038e094d592e13a36614cf7bf;9f504480aea5c3ad74c52972263ed621196eae2d205702d9025455bd4597f83c05f5b85038e094d592e13a36614cf7bf;654.000,00;;21/04/2025 08:58:27;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_010;TQT1801014;945681320;ISABEL JULIANA HOYOS GOMEZ;TV 76 # 85 - 16;isabelgomez@GMAIL.COM;3143856689;YOPAL;33883883443557;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=0b666a933158ac3bd704986a0d6bb1f71995588bb455cf3bc1f1c01439cf085d0294c798b144d14fcc6d24f365c5bbff;0b666a933158ac3bd704986a0d6bb1f71995588bb455cf3bc1f1c01439cf085d0294c798b144d14fcc6d24f365c5bbff;894.000,00;;05/05/2025 11:47:46;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_011;TQT8074490;417754777;GLORIA MARIA OSORIO RODRIGUEZ;CLL 11 # 120 - 37;gloriarodriguez@YAHOO.COM;3505900050;PALMIRA;52940271620105;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=06d56ddb04f0c990ff54c432f207be18d014b7ffe4f35cf0276a40c65afb47f6362e509f6d0206816751e4dc2085749b;06d56ddb04f0c990ff54c432f207be18d014b7ffe4f35cf0276a40c65afb47f6362e509f6d0206816751e4dc2085749b;366.000,00;;22/03/2025 16:14:02;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_012;TQT5058659;642789627;MANUEL RICARDO QUINTERO JIMENEZ;AK 3 # 66 - 27;manueljimenez@HOTMAIL.COM;3188711488;FLORIDABLANCA;52700393408146;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=273deac3428dd0da8841ee9347da8df713bd7190c9981c39b2bad1b863aa024f1b8447cd82286351f9cd39aad8fa022f;273deac3428dd0da8841ee9347da8df713bd7190c9981c39b2bad1b863aa024f1b8447cd82286351f9cd39aad8fa022f;2.325.000,00;;11/06/2025 07:56:16;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_013;TQT9335002;395006269;SEBASTIAN TOMAS FUENTES ARIAS;AC 110 # 9 - 60;sebastianarias@HOTMAIL.COM;3008617948;TULUA;23808094582963;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=7ffe7fc044c3d1745c72c3bccfd67a46f0975597cb97ffe93cb4dd0c2aad50772e63ffedff813c7fbb10fea947fac471;7ffe7fc044c3d1745c72c3bccfd67a46f0975597cb97ffe93cb4dd0c2aad50772e63ffedff813c7fbb10fea947fac471;707.000,00;;08/08/2024 10:01:52;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_014;TQT7279659;197019595;KAREN NANCY ZAPATA VARGAS;AK 97 # 6 - 41;karenvargas@GMAIL.COM;3204283366;MEDELLIN;50701477164619;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=1ca41a39f72a9b6c04395ffa9623748ef4093862ef2f276429fbf35bdc47cefa795c5ad2ac046ac302ddf18ab95dbcc3;1ca41a39f72a9b6c04395ffa9623748ef4093862ef2f276429fbf35bdc47cefa795c5ad2ac046ac302ddf18ab95dbcc3;223.000,00;;15/01/2024 07:30:01;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_015;TQT3635695;958986196;WENDY MONICA ARIAS RAMOS;CRA 169 # 101 - 33;wendyramos@GMAIL.COM;3112540701;FLORENCIA;98929578298686;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=9dc54ef70bff0770b11d9556a1a690ebfb417fb9521e2ff77d8ba0c7d4aee3efaa22f3f1b8ea3a6888ebdebf2d22ad6c;9dc54ef70bff0770b11d9556a1a690ebfb417fb9521e2ff77d8ba0c7d4aee3efaa22f3f1b8ea3a6888ebdebf2d22ad6c;376.000,00;;09/08/2024 17:16:21;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_016;TQT6378268;357525222;IVAN GABRIEL CASAS DIAZ;CL 143 # 5 - 87;ivandiaz@GMAIL.COM;3510628800;CHIA;72700619192534;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=f8641aa6ff74df7aae8f725caa6e20cdd95798733e00dd9a1ae23d47508e8804fb6aed21c9df32acea0f538a9810bd1b;f8641aa6ff74df7aae8f725caa6e20cdd95798733e00dd9a1ae23d47508e8804fb6aed21c9df32acea0f538a9810bd1b;985.000,00;;15/01/2024 07:59:17;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_017;TQT7770150;543007235;SOFIA MONICA HERRERA RINCON;AV 85 # 80 - 79;sofiarincon@OUTLOOK.COM;3140966919;BOGOTA;89279724455672;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=2a10fe0a60c758c28f115ce185da0a758f1c6e1514b0929e8c354d94747821a5dcc08c23a2e1bb4721d047a350ff441e;2a10fe0a60c758c28f115ce185da0a758f1c6e1514b0929e8c354d94747821a5dcc08c23a2e1bb4721d047a350ff441e;163.000,00;;30/05/2024 16:02:32;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_018;TQT8622379;603979978;ENRIQUE MANUEL MENDOZA IBARRA;TV 177 # 27 - 48;enriqueibarra@OUTLOOK.COM;3140851907;RIOHACHA;88959045350693;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=7a3baeb3338ecaf0d2989a1b745936f1dab3374123bf87a67950fa47fd8361148efcda939ae72106557c5e3afbaa65c2;7a3baeb3338ecaf0d2989a1b745936f1dab3374123bf87a67950fa47fd8361148efcda939ae72106557c5e3afbaa65c2;81.000,00;;09/06/2024 18:38:33;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_019;TQT9590224;176934711;YESENIA SANDRA GRANADOS RUIZ;CRA 163 # 8 - 12;yeseniaruiz@OUTLOOK.COM;3238612274;CALI;83755465945257;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=4833a31d4396a9e282397ed88f0743c00b19869b4883abc98387c59e02dd480ce8ba35925bcd36052efdda272c0cd75f;4833a31d4396a9e282397ed88f0743c00b19869b4883abc98387c59e02dd480ce8ba35925bcd36052efdda272c0cd75f;572.000,00;;03/08/2024 17:58:54;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_13_020;TQT0334614;219811796;ANGELICA ISABEL RAMOS MUNOZ;TV 114 # 92 - 56;angelicamunoz@HOTMAIL.COM;3134985417;ENVIGADO;10152608855943;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=7d281d87fd8fe1fc0e1da75a29210b66df8794b823a67e7154238b5ffdcea377ce8390f8ef5d2ed9ace6996b69e70118;7d281d87fd8fe1fc0e1da75a29210b66df8794b823a67e7154238b5ffdcea377ce8390f8ef5d2ed9ace6996b69e70118;662.000,00;;15/04/2025 08:35:07;890100577-6;AEROVIAS DEL CONTINENTE AMERICANO, S.A. AVIANCA - COLOMBIA
layout_14_007;B8OO 17815;1.117.951.502-1;CARLOS PABLO MARIN ARIAS;CL 78 # 62 - 53;carlos.arias@correo.com;3147940800;;12446677401104;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=29e0e1634d5c160bf9dbf8ff69e68acce100566ae3147251fd6e8f802049c158ee07ea47a1b85dd03e2788ccf4edbe8b;29e0e1634d5c160bf9dbf8ff69e68acce100566ae3147251fd6e8f802049c158ee07ea47a1b85dd03e2788ccf4edbe8b;284,000.00;45,344.54;18/06/2024, 11:40;901638410-4;REESA S.A.S
layout_14_008;B8OO 15676;1.157.925.921-1;MONICA OLGA ROJAS DUARTE;DG 80 # 21 - 79;monica.duarte@hotmail.com;3227570987;;09017626600955;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=87862cc67ee98e73d5ab330c6286063eb4bb1c8b270a9089db5d6fe6107ab24781a10c5409c7bebfe48154504e5b5f0c;87862cc67ee98e73d5ab330c6286063eb4bb1c8b270a9089db5d6fe6107ab24781a10c5409c7bebfe48154504e5b5f0c;580,000.00;92,605.04;08/07/2024, 16:58;901638410-4;REESA S.A.S
layout_14_009;B8OO 27584;1.071.138.863-2;EMILIO ALBERTO BENITEZ ESPINOSA;AV 33 # 99 - 6;emilio.espinosa@hotmail.com;3056001155;;81977130037661;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=2b55b8c65090925927f449ec4047adee9e6f498675c6b822688060de52303ac3df3b5241432dd413f9936806c076ba2b;2b55b8c65090925927f449ec4047adee9e6f498675c6b822688060de52303ac3df3b5241432dd413f9936806c076ba2b;832,000.00;132,840.34;27/01/2024, 13:06;901638410-4;REESA S.A.S
layout_14_010;B8OO 23530;1.031.676.646-2;ROSA YOLANDA ACOSTA CASTRO;AK 6 # 108 - 72;rosa.castro@outlook.com;3120219832;;95399203068275;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=53456fa2a1318ed0b2ff05478473f1978557f2fe26d42241944c367c9d5911627a841a3beb97c0717705f32b9d5f7af6;53456fa2a1318ed0b2ff05478473f1978557f2fe26d42241944c367c9d5911627a841a3beb97c0717705f32b9d5f7af6;113,000.00;18,042.02;02/05/2025, 10:44;901638410-4;REESA S.A.S
layout_14_011;B8OO 18515;1.108.068.372-0;CATALINA MARTHA SILVA DELGADO;AV 86 # 28 - 50;catalina.delgado@hotmail.com;3500710247;;66596731148241;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=21c583be709d67dc3efc7f619bd905624bbeac806c999c9b144d1a9647abd2db85d27634440f505f285f9d7047afd2c5;21c583be709d67dc3efc7f619bd905624bbeac806c999c9b144d1a9647abd2db85d27634440f505f285f9d7047afd2c5;486,000.00;77,596.64;21/06/2025, 15:28;901638410-4;REESA S.A.S
layout_14_012;B8OO 25507;1.117.622.017-1;FERNANDA VANESSA DIAZ RODRIGUEZ;AV 91 # 119 - 52;fernanda.rodriguez@gmail.com;3044976191;;96390042598637;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=71c273350c4d3609cdc824b3ce18f4352437b42ebdbfa4870e789e1373c1b50f6e81ff0fa3fc9e6ce03b12defcdc0271;71c273350c4d3609cdc824b3ce18f4352437b42ebdbfa4870e789e1373c1b50f6e81ff0fa3fc9e6ce03b12defcdc0271;262,000.00;41,831.93;11/12/2024, 12:35;901638410-4;REESA S.A.S
layout_14_013;B8OO 21922;1.151.182.278-1;CECILIA SOFIA ROJAS LOZANO;CRA 40 # 80 - 15;cecilia.lozano@gmail.com;3052949371;;50991187536247;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=da80fdea8cf395e8c5b112a7615f026c965d53eeff2dbb54b7c648b019584c4e828dfe57070b5ac12b8fc7089a0c2cd6;da80fdea8cf395e8c5b112a7615f026c965d53eeff2dbb54b7c648b019584c4e828dfe57070b5ac12b8fc7089a0c2cd6;297,000.00;47,420.17;06/12/2024, 11:34;901638410-4;REESA S.A.S
layout_14_014;B8OO 28087;1.183.251.060-4;CAMILA INGRID VALENCIA VARGAS;CR 144 # 102 - 90;camila.vargas@correo.com;3236805700;;32851403101999;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=0ca36638f6d07f022eadbf3c64e09247270f34eb2230a0043062868647ecb31143bd5acb0a1f5334b061778e37d5acfb;0ca36638f6d07f022eadbf3c64e09247270f34eb2230a0043062868647ecb31143bd5acb0a1f5334b061778e37d5acfb;202,000.00;32,252.10;02/10/2024, 08:12;901638410-4;REESA S.A.S
layout_14_015;B8OO 19563;1.173.439.446-6;NATALIA PAULA BARRERA MENDOZA;CLL 63 # 105 - 18;natalia.mendoza@outlook.com;3011718049;;97411575524310;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=85f181485d22e650e2239df309c86a2e4501c5ff9f85c33527e73d0edbdf54a6206fe09d9b59d54dd8a579b8b00dd8f2;85f181485d22e650e2239df309c86a2e4501c5ff9f85c33527e73d0edbdf54a6206fe09d9b59d54dd8a579b8b00dd8f2;714,000.00;114,000.00;12/09/2024, 08:29;901638410-4;REESA S.A.S
layout_14_016;B8OO 24247;1.199.935.383-2;EMILIO LEONARDO CASTRO VERA;CLL 176 # 59 - 6;emilio.vera@outlook.com;3152346086;;01920284137551;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=a73d268f803af91d48e498fb437e33b163d3d552f26dd2cefd37e17654104a6cca44d624da8ae21e005013f970acffbb;a73d268f803af91d48e498fb437e33b163d3d552f26dd2cefd37e17654104a6cca44d624da8ae21e005013f970acffbb;289,000.00;46,142.86;03/10/2024, 16:49;901638410-4;REESA S.A.S
layout_14_017;B8OO 26860;1.124.931.310-4;MANUEL MATEO GRANADOS ZAPATA;CL 29 # 82 - 44;manuel.zapata@yahoo.com;3203534028;;15815225806524;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=bc5cc72e8fd7e90b59a1becd5eae6b2ae806057081db110d2db6235b4ddd98eabc325cdf7cc6d2909f154ac9b80d7217;bc5cc72e8fd7e90b59a1becd5eae6b2ae806057081db110d2db6235b4ddd98eabc325cdf7cc6d2909f154ac9b80d7217;228,000.00;36,403.36;08/07/2024, 08:16;901638410-4;REESA S.A.S
layout_14_018;B8OO 19588;1.099.890.337-5;HERNAN ANDRES AGUILAR GUTIERREZ;KR 5 # 88 - 76;hernan.gutierrez@hotmail.com;3105857012;;77479825138411;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=c5cbeb52e13bd8592eae850b7b3f1460bad49e58379a7e8863994d428c0d1264f0856d6aef7519ccc9aa5a3e978bba1f;c5cbeb52e13bd8592eae850b7b3f1460bad49e58379a7e8863994d428c0d1264f0856d6aef7519ccc9aa5a3e978bba1f;112,000.00;17,882.35;02/11/2024, 12:14;901638410-4;REESA S.A.S
layout_14_019;B8OO 23555;1.125.258.768-0;LILIANA JIMENA FLOREZ OVIEDO;TV 125 # 21 - 60;liliana.oviedo@correo.com;3211480332;;63310991348793;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=22a78f9edc1504e696a125e6e38e47e61997beec45442081a03ad229a0f539435e62916e18783f4433d14d94ff71eb6f;22a78f9edc1504e696a125e6e38e47e61997beec45442081a03ad229a0f539435e62916e18783f4433d14d94ff71eb6f;391,000.00;62,428.57;18/06/2024, 18:32;901638410-4;REESA S.A.S
layout_14_020;B8OO 18291;1.133.810.498-3;MANUEL RUBEN FRANCO VARGAS;AC 66 # 38 - 40;manuel.vargas@yahoo.com;3042224555;;76199108195653;https://catalogo-vpfe.dian.gov.co/document/searchqr?documentkey=93bda7167f0d8538aa1f87eaf50bd573c3ffd08860d50281db21cb6bbfca0b3704313cf153312eee54c492c6a824e6b7;93bda7167f0d8538aa1f87eaf50bd573c3ffd08860d50281db21cb6bbfca0b3704313cf153312eee54c492c6a824e6b7;203,000.00;32,411.76;18/03/2024, 10:31;901638410-4;REESA S.A.S
